name,mos
p06_geocnn_r01.ply,2.384325762
p06_geocnn_r02.ply,3.879698817
p06_geocnn_r03.ply,4.097189166
p06_geocnn_r04.ply,4.376373477
p06_gpcc-octree-predlift_r02.ply,1.712150219
p06_gpcc-octree-predlift_r03.ply,2.852359723
p06_gpcc-octree-predlift_r04.ply,3.725223464
p06_gpcc-octree-predlift_r05.ply,4.24186257
p06_gpcc-octree-predlift_r06.ply,4.480804488
p06_gpcc-octree-raht_r02.ply,1.749148663
p06_gpcc-octree-raht_r03.ply,2.430517939
p06_gpcc-octree-raht_r04.ply,3.37367289
p06_gpcc-octree-raht_r05.ply,3.917336336
p06_gpcc-octree-raht_r06.ply,4.287034287
p06_vpcc_r00.ply,2.348410981
p06_vpcc_r01.ply,2.745768291
p06_vpcc_r02.ply,3.084227714
p06_vpcc_r03.ply,3.214316529
p06_vpcc_r04.ply,3.646175581
p06_vpcc_r05.ply,3.98734891
p07_geocnn_r01.ply,2.690543988
p07_geocnn_r02.ply,3.239723119
p07_geocnn_r03.ply,4.100585412
p07_geocnn_r04.ply,4.062528369
p07_gpcc-octree-predlift_r02.ply,1.401941613
p07_gpcc-octree-predlift_r03.ply,2.664384082
p07_gpcc-octree-predlift_r04.ply,3.73758783
p07_gpcc-octree-predlift_r05.ply,4.220238452
p07_gpcc-octree-predlift_r06.ply,4.607404622
p07_gpcc-octree-raht_r02.ply,1.245858544
p07_gpcc-octree-raht_r03.ply,2.336955342
p07_gpcc-octree-raht_r04.ply,3.214282756
p07_gpcc-octree-raht_r05.ply,4.318583015
p07_gpcc-octree-raht_r06.ply,4.477436808
p07_vpcc_r00.ply,1.694025541
p07_vpcc_r01.ply,2.043938726
p07_vpcc_r02.ply,2.767239517
p07_vpcc_r03.ply,2.81291795
p07_vpcc_r04.ply,3.426279779
p07_vpcc_r05.ply,3.741378541
p08_geocnn_r01.ply,2.429087545
p08_geocnn_r02.ply,3.735764754
p08_geocnn_r03.ply,4.1367413
p08_geocnn_r04.ply,4.104904483
p08_gpcc-octree-predlift_r02.ply,1.614949602
p08_gpcc-octree-predlift_r03.ply,2.956578653
p08_gpcc-octree-predlift_r04.ply,3.732212392
p08_gpcc-octree-predlift_r05.ply,4.310254988
p08_gpcc-octree-predlift_r06.ply,4.391323219
p08_gpcc-octree-raht_r02.ply,1.267809571
p08_gpcc-octree-raht_r03.ply,2.604661488
p08_gpcc-octree-raht_r04.ply,3.239282824
p08_gpcc-octree-raht_r05.ply,4.124334682
p08_gpcc-octree-raht_r06.ply,4.431288022
p08_vpcc_r00.ply,1.789625175
p08_vpcc_r01.ply,2.602180168
p08_vpcc_r02.ply,3.172447138
p08_vpcc_r03.ply,3.426271716
p08_vpcc_r04.ply,3.368283843
p08_vpcc_r05.ply,3.856686918
p09_geocnn_r01.ply,2.029279045
p09_geocnn_r02.ply,3.358737123
p09_geocnn_r03.ply,3.986305935
p09_geocnn_r04.ply,3.430914241
p09_gpcc-octree-predlift_r02.ply,1.401000599
p09_gpcc-octree-predlift_r03.ply,2.444660481
p09_gpcc-octree-predlift_r04.ply,3.863616255
p09_gpcc-octree-predlift_r05.ply,4.387176025
p09_gpcc-octree-predlift_r06.ply,4.449430409
p09_gpcc-octree-raht_r02.ply,1.142261459
p09_gpcc-octree-raht_r03.ply,2.247466686
p09_gpcc-octree-raht_r04.ply,3.750752886
p09_gpcc-octree-raht_r05.ply,4.363485841
p09_gpcc-octree-raht_r06.ply,4.597731404
p09_vpcc_r00.ply,1.625237576
p09_vpcc_r01.ply,2.280851516
p09_vpcc_r02.ply,2.529170141
p09_vpcc_r03.ply,2.772501702
p09_vpcc_r04.ply,3.520804745
p09_vpcc_r05.ply,3.375537066
p10_geocnn_r01.ply,2.741973317
p10_geocnn_r02.ply,3.687188368
p10_geocnn_r03.ply,3.952811549
p10_geocnn_r04.ply,4.007884046
p10_gpcc-octree-predlift_r02.ply,1.68182911
p10_gpcc-octree-predlift_r03.ply,3.276278475
p10_gpcc-octree-predlift_r04.ply,4.089330433
p10_gpcc-octree-predlift_r05.ply,4.429640202
p10_gpcc-octree-predlift_r06.ply,4.490733055
p10_gpcc-octree-raht_r02.ply,1.673145022
p10_gpcc-octree-raht_r03.ply,2.684987908
p10_gpcc-octree-raht_r04.ply,3.951900556
p10_gpcc-octree-raht_r05.ply,4.277341627
p10_gpcc-octree-raht_r06.ply,4.463327317
p10_vpcc_r00.ply,2.155001879
p10_vpcc_r01.ply,2.686806095
p10_vpcc_r02.ply,2.971406972
p10_vpcc_r03.ply,3.337996488
p10_vpcc_r04.ply,3.906752786
p10_vpcc_r05.ply,3.627788851
p11_geocnn_r01.ply,3.88200433
p11_geocnn_r02.ply,4.537771165
p11_geocnn_r03.ply,4.504031983
p11_geocnn_r04.ply,4.572834115
p11_gpcc-octree-predlift_r02.ply,1.070866284
p11_gpcc-octree-predlift_r03.ply,2.554534638
p11_gpcc-octree-predlift_r04.ply,3.827356888
p11_gpcc-octree-predlift_r05.ply,4.362759031
p11_gpcc-octree-predlift_r06.ply,4.622727406
p11_gpcc-octree-raht_r02.ply,1.016054407
